poi_name,poi_latitude,poi_longitude,poi_rating,poi_price,poi_category,tel,poi_address,distance,source,nearest_bike_station,distance_to_nearest_station,bike_station_name,bike_station_latitude,bike_station_longitude,number_of_bikes
Sultanahmet Köftecisi,38.4511629507546,27.1788383156494,3.8,2.0,['Meatballs'],902324352322.0,"Gürel İş Mrk., Adalet Mah. Manas Bulv.No:31-D Bayraklı, 35100 İzmir, Turkey",968.1359514380874,yelp,Meles Rekreasyon Alanı,968.1383928411591,Meles Rekreasyon Alanı,38.4451831829,27.1707578568,22
Kardeşler Pide Kebap Salonu,38.438581,27.18054,4.0,Unknown,"['Turkish', 'Kebab']",902324864025.0,"Fatih Cad., No: 35, 35030 İzmir, Turkey",1124.615219157145,yelp,Meles Rekreasyon Alanı,1124.618055162344,Meles Rekreasyon Alanı,38.4451831829,27.1707578568,22
Antakya İl Sınırı,38.452622,27.180277,2.0,Unknown,['Turkish'],902324619911.0,"Mansuroğlu Mah., 1593/1 Sok. No:1, Bayraklı, 35535 İzmir, Turkey",1171.05410003357,yelp,Meles Rekreasyon Alanı,1171.0570531463643,Meles Rekreasyon Alanı,38.4451831829,27.1707578568,22
Emirgan Sütiş,38.453389,27.177265,2.0,Unknown,"['Turkish', 'Breakfast & Brunch', 'Cafes']",902325020980.0,"Adalet Mah., Manas Blv. No:37, 35530 İzmir, Turkey",1074.0862159988692,yelp,Meles Rekreasyon Alanı,1074.0889245818275,Meles Rekreasyon Alanı,38.4451831829,27.1707578568,22
Varyant Kokoreç,38.471241,27.208523,3.95,Unknown,Kokoreç Restaurant,,"Atatürk Mah (İstiklal Caddesi), 35000 Bornova",419.0,foursquare,Buz Pisti 1,419.44666422362815,Buz Pisti 1,38.468382,27.211666,20
Domino's Pizza,38.4718,27.20923,3.4,2.0,Pizza,(0232) 346 08 08,"513 Sok No: 78/A, 35030 Bornova",426.0,foursquare,Buz Pisti 1,435.22941109058405,Buz Pisti 1,38.468382,27.211666,20
Neşve Çay Kahve Evi,38.4659309,27.2255096,4.0,2.0,"['Coffee & Tea', 'Cafes']",902323396262.0,"Kazımdirik Mah. Süvari Cad., No: 56, 35030 İzmir, Turkey",200.5239641331476,yelp,Buz Pisti 1,1235.6818521269267,Buz Pisti 1,38.468382,27.211666,20
Gusto,38.463518,27.215969,4.8,2.0,['Turkish'],902323883559.0,"Süvari Cad., No: 20/A, Bornova Belediyesi Yakını, İzmir, Turkey",657.9284416419341,yelp,Buz Pisti 1,657.9301007777757,Buz Pisti 1,38.468382,27.211666,20
Meşhur Nazilli Pide ve Çorba Salonu,38.466472,27.219041,5.0,Unknown,['Turkish'],902323880779.0,"538 Sok. No: 12, 35100 İzmir, Turkey",676.2907027784142,yelp,Buz Pisti 1,676.2924082206376,Buz Pisti 1,38.468382,27.211666,20
Cafe Şölen,38.465489,27.21753,4.6,2.0,"['Coffee & Tea', 'Cafes']",902323881556.0,"Mustafa Kemal Cad. No: 11/A, 35330 İzmir, Turkey",603.4269461363813,yelp,Buz Pisti 1,603.4284678338698,Buz Pisti 1,38.468382,27.211666,20
Coco Loco,38.46311,27.215232,3.8,2.0,"['Italian', 'Cafes']",902323744682.0,"Süvari Cad. No: 13/B, Bornova, 35030 İzmir, Turkey",663.3573625745897,yelp,Buz Pisti 1,663.3590354009242,Buz Pisti 1,38.468382,27.211666,20
Tusem Mantı ve Kahvaltı Evi,38.4652784278179,27.2211393029022,5.0,1.0,"['Turkish Ravioli', 'Breakfast & Brunch']",902323398103.0,"Kazım Karabekir Cd. No.32 / A, Bornova, 35030 İzmir, Turkey",894.0536141992562,yelp,Buz Pisti 1,894.0558687857936,Buz Pisti 1,38.468382,27.211666,20
Kebap 74,38.4661755558074,27.2200846600715,4.0,1.0,['Turkish'],902323887331.0,"1. Sk, Bornova, 35030 İzmir, Turkey",772.9144285104314,yelp,Buz Pisti 1,772.9163776139312,Buz Pisti 1,38.468382,27.211666,20
Eren Döner ve Kebap,38.466414,27.2192191,4.0,Unknown,['Turkish'],,"166. Sk Küçükpark, Bornova, 35040 İzmir, Turkey",693.0386089746902,yelp,Buz Pisti 1,693.0403566508502,Buz Pisti 1,38.468382,27.211666,20
Rcs Cafe,38.4630394,27.2147961,4.0,3.0,"['Cafes', 'Coffee & Tea']",902323436065.0,"Süvari Cad. Bo:32/ A, Bornova, 35030 İzmir, Turkey",651.9015913403447,yelp,Buz Pisti 1,653.5947518501641,Buz Pisti 1,38.468382,27.211666,20
Bolulu Hasan Usta Süt Tatlıları,38.465825,27.219003,4.5,Unknown,"['Ice Cream & Frozen Yogurt', 'Restaurants']",902323422727.0,"Fevzi Çakmak Cad., No: 4/A, 35030 İzmir, Turkey",699.1923479072551,yelp,Buz Pisti 1,699.1941111015328,Buz Pisti 1,38.468382,27.211666,20
Cafe Rezine,38.463691,27.216307,4.7,1.0,"['Coffee & Tea', 'Cafes']",902323424176.0,"Erzene Mah., Süvari Cad.  Park Apt. No: 14/B, 35030 İzmir, Turkey",659.8074877963007,yelp,Buz Pisti 1,659.8091516702498,Buz Pisti 1,38.468382,27.211666,20
Sevim Lokantası,38.465443,27.218941,4.2,2.0,"['Turkish', 'Meatballs']",902323881532.0,"Fevzi Çakmak Cad. No: 20/ A, Bornova, 35030 İzmir, Turkey",712.7157323259219,yelp,Buz Pisti 1,712.7175296226742,Buz Pisti 1,38.468382,27.211666,20
Yağbasan Şarküteri,38.4635420764073,27.2160765604841,4.0,1.0,['Delis'],,"Mustafa Kemal Cad.154 Sok. No:4/ D, Bornova, 35030 İzmir, Turkey",661.1242462165321,yelp,Buz Pisti 1,661.1259134112204,Buz Pisti 1,38.468382,27.211666,20
Kardelen Pide Çorba Kebap Salonu,38.4660036062003,27.2206736428527,4.0,Unknown,"['Turkish', 'Barbeque']",,"12. Sk, Bornova, 35030 İzmir, Turkey",827.612334315373,yelp,Buz Pisti 1,827.6144213535143,Buz Pisti 1,38.468382,27.211666,20
Agora Çaycısı,38.5116882,27.3222008,3.6,2.0,"['Coffee & Tea', 'Cafeteria', 'Cafes']",902324642042.0,"Yalı Cad., No: 294 D: 1/A, 35600 İzmir, Turkey",272.14626313909463,yelp,Buz Pisti 1,10758.195264336937,Buz Pisti 1,38.468382,27.211666,20
Köfteci Ramiz,38.462925,27.214882,4.3,3.0,['Meatballs'],902323436171.0,"Kazım Dirik Mah., Süvari Cd. No:24, Bornova, 35370 İzmir, Turkey",701.1237385629927,yelp,Buz Pisti 1,668.2770222868123,Buz Pisti 1,38.468382,27.211666,20
Çiğli Park Cafe & Restaurant,38.4676018,27.2207794,3.5,Unknown,['Turkish'],902323862535.0,"İstasyonaltı Mah., 80010/4 Sok. No: 3, 35630 İzmir, Turkey",269.4239883282034,yelp,Buz Pisti 1,798.1490919603286,Buz Pisti 1,38.468382,27.211666,20
Bornovalılar Kasabı,38.464483,27.209256,4.25,4.0,Steakhouse,,555 Sok,485.0,foursquare,Buz Pisti 2,196.91616993043007,Buz Pisti 2,38.46576,27.207689,20
Gandi'Nin Yeri,38.465187,27.208394,4.35,2.0,Bar,(0232) 374 40 29,"Yüzbaşı İbrahim Hakkı Cad No:127/A, İzmir",521.0,foursquare,Buz Pisti 2,88.47079732072989,Buz Pisti 2,38.46576,27.207689,20
Meyhane,38.46525,27.207428,4.1,2.0,Meyhane,(0232) 373 98 72,"Yüzbaşı İbrahim Hakkı Cad No:123/B, İzmir",501.0,foursquare,Buz Pisti 2,61.09280943976074,Buz Pisti 2,38.46576,27.207689,20
Biz Bize,38.464819,27.207697,4.0,Unknown,Restaurant,0554 980 74 01,"Aşık Veysel Rekreasyon Alanı Yanı (Gediz Caddesi), Bornova",514.0,foursquare,Buz Pisti 2,104.63689197010021,Buz Pisti 2,38.46576,27.207689,20
Bade Fırın Cafe,38.464053,27.208597,4.1,2.0,Café,,"Gediz Cad No:36 Bornova (Gediz Caddesi), İzmir",565.0,foursquare,Buz Pisti 2,205.6148637844378,Buz Pisti 2,38.46576,27.207689,20
Samsun Pide Evi,38.46334,27.213255,4.25,Unknown,Pide,(0232) 374 44 00,"Mustafa Kemal Cad, 159 Sok, No: 33 / A, Kazımdirik (Mustafa Kemal cad), Bornova",585.0,foursquare,Buz Pisti 2,554.3025744423329,Buz Pisti 2,38.46576,27.207689,20
Baba Meyhane,38.464053,27.208597,4.0,Unknown,Meyhane,0532 207 17 33,Bornova,556.0,foursquare,Buz Pisti 2,205.6148637844378,Buz Pisti 2,38.46576,27.207689,20
Bahrimu Bodrum Balıkçısı,38.465619,27.206271,3.9,1.0,Seafood,(0232) 339 71 00,"Yüzbaşı İbrahim Hakkı Cad No:155/C (Yüzbaşı İbrahim Hakkı caddesi no 193/A), 35100 Bornova",568.0,foursquare,Buz Pisti 2,124.44778228787857,Buz Pisti 2,38.46576,27.207689,20
Artı Burgerhouse,38.461658,27.207315,4.3,2.0,Burgers,0533 945 01 35,"185 Sok No:21, 35100 Bornova",453.0,foursquare,Buz Pisti 2,457.2830855975785,Buz Pisti 2,38.46576,27.207689,20
Dürümcü Oğuz'un Yeri,38.461386,27.207645,4.35,Unknown,Kebab,0535 674 15 67,"185 Sok No:40-2, Bornova",486.0,foursquare,Buz Pisti 2,486.38238321920704,Buz Pisti 2,38.46576,27.207689,20
Gerdan Gurme,38.461693,27.204934,3.85,2.0,Fried Chicken,(0232) 342 32 42,"Mustafa Kemal Cad No:116/A Bornova Merkez, Bornova",416.0,foursquare,Buz Pisti 2,511.9066477326968,Buz Pisti 2,38.46576,27.207689,20
Bodrum Balıkçısı,38.4653516973707,27.2063058614731,5.0,Unknown,"['Turkish', 'Pubs']",,"Yüzbaşı İbrahim Hakkı Caddesi 151, Yüzbaşı İbrahim Hakkı Caddesi No:151, 35100 İzmir, Turkey",575.5983408941286,yelp,Buz Pisti 2,128.69558593427857,Buz Pisti 2,38.46576,27.207689,20
Namlı Ciğer,38.462169,27.211426,4.0,Unknown,['Turkish'],902323398749.0,"Küçükpark Mevki, 175 Sok. No: 21 D: 1, İzmir, Turkey",691.1692376881739,yelp,Buz Pisti 2,515.0764897265418,Buz Pisti 2,38.46576,27.207689,20
Ohannes Burger,38.460488,27.215264,4.0,1.0,"['Fast Food', 'Burgers']",902323739970.0,"Kazım Dirik Mah., 162 Sok.No:14 Küçükpark Bornova, 35040 İzmir, Turkey",931.995083955901,yelp,Buz Pisti 2,882.4028158126795,Buz Pisti 2,38.46576,27.207689,20
Kardeşler Sandwich & Köfte Salonu,38.459604,27.211726,4.6,Unknown,['Turkish'],902323745564.0,"Kazım Dirik Mah. Küçük Park Mevki, 168 Sok. No: 2/A, Ege Üniversitesi Yakını, İzmir, Turkey",976.0819626838692,yelp,Buz Pisti 2,769.4861833071733,Buz Pisti 2,38.46576,27.207689,20
Tabure Büfe ve Çay Evi,38.464899,27.208686,4.5,Unknown,['Cafeteria'],,"Gediz Cad. 520. Sok., Bornova, 35030 İzmir, Turkey",466.16163766195695,yelp,Buz Pisti 2,129.23113379012906,Buz Pisti 2,38.46576,27.207689,20
Pizza Metro's,38.460774,27.200855,5.0,Unknown,['Pizza'],902323434545.0,"Mustafa Kemal Cad., No: 119/A, 35030 İzmir, Turkey",813.2754123952852,yelp,Buz Pisti 2,813.2774632786703,Buz Pisti 2,38.46576,27.207689,20
Cafe Rebel,38.4611587524414,27.2127513885498,3.8,Unknown,"['Cafes', 'Breakfast & Brunch', 'Coffee & Tea']",902323882008.0,"Suvari Caddesi, No:58/C, 35030 İzmir, Turkey",675.3085590543349,yelp,Buz Pisti 2,675.3102620146747,Buz Pisti 2,38.46576,27.207689,20
Bornova Ocakbaşı,38.461851,27.210122,4.2,2.0,['Turkish'],902323393889.0,"180/2 Sok. No: 3/D, 35030 İzmir, Turkey",483.5307804268561,yelp,Buz Pisti 2,483.5319997715244,Buz Pisti 2,38.46576,27.207689,20
Aynalı Büfe,38.462416,27.20905,3.7,1.0,['Fast Food'],902323431691.0,"Gediz Cad., No: 16/C, 35320 İzmir, Turkey",390.2599936521101,yelp,Buz Pisti 2,390.2609777914586,Buz Pisti 2,38.46576,27.207689,20
Tuzu Biberi Kahvaltı ve Yemek Evi,38.4629908,27.2009576,4.7,Unknown,"['Turkish', 'Breakfast & Brunch']",902329998420.0,"Fatih Sultan Mehmet Cad. No:55/B, Bornova, 35030 İzmir, Turkey",912.1983144848708,yelp,Buz Pisti 2,662.0381169749998,Buz Pisti 2,38.46576,27.207689,20
Cadde Cafe Ve Restorant,38.462306,27.207361,4.0,Unknown,"['Cafes', 'Coffee & Tea']",,"Mustafa Kemal Cad., Bornova, 35030 İzmir, Turkey",385.1270877396912,yelp,Buz Pisti 2,385.12805893632355,Buz Pisti 2,38.46576,27.207689,20
Bayraklı İskele Cafe,38.463939,27.161916,3.8,2.0,Café,,"Altınyol Caddesi, İzmir",81.0,foursquare,Bayraklı İskele,81.47922562123017,Bayraklı İskele,38.4635758915,27.1627288532,15
Cafe Enfes,38.462916,27.165664,3.95,2.0,Café,,Bayraklı,254.0,foursquare,Bayraklı İskele,265.8788281741993,Bayraklı İskele,38.4635758915,27.1627288532,15
Sanal Kumda Kahve & Waffle,38.463541,27.166031,3.95,2.0,Café,,"1915 Sok No:6/A (Sevgi Yolu), İzmir",273.0,foursquare,Bayraklı İskele,287.53151056721447,Bayraklı İskele,38.4635758915,27.1627288532,15
Mevlana Pide & Döner,38.464027,27.165811,4.05,2.0,Pide,(0232) 371 94 20,"Ord. Prof. Ekrem Akurgal Cad No:49/A Bayrakli (Bayraklı Sevgi Yolu), 35530 İzmir",286.0,foursquare,Bayraklı İskele,272.997770236694,Bayraklı İskele,38.4635758915,27.1627288532,15
Meyhane Nevizade,38.462715,27.164188,3.45,2.0,Meyhane,0505 470 62 04,"1606/1 Sok No:8, Bayraklı",176.0,foursquare,Bayraklı İskele,159.07100067335855,Bayraklı İskele,38.4635758915,27.1627288532,15
Kula Pide Restaurant,38.462697,27.166306,4.05,Unknown,Pide,0532 494 68 25,Bayraklı,315.0,foursquare,Bayraklı İskele,326.4232961506673,Bayraklı İskele,38.4635758915,27.1627288532,15
Köfteci İsmet Usta,38.463133,27.166876,3.95,Unknown,Kofte,(0232) 371 96 69,"1916 Sok (Bayrakli sevgi yolu), 35530 Bayraklı",301.0,foursquare,Bayraklı İskele,364.4202343336381,Bayraklı İskele,38.4635758915,27.1627288532,15
Bizim Döner Murat Usta,38.464429,27.165981,3.9,2.0,Turkish,,Bayraklı,315.0,foursquare,Bayraklı İskele,298.61811823932277,Bayraklı İskele,38.4635758915,27.1627288532,15
Mert'in Yeri & İsmail Usta,38.463496,27.166733,3.95,4.0,Steakhouse,(0232) 345 89 99,"1916 Sok No:4A Bayraklı (Sevgi Yolu Bayraklı), İzmir",361.0,foursquare,Bayraklı İskele,348.73907156804273,Bayraklı İskele,38.4635758915,27.1627288532,15
Seferoğulları Unlu Mamulleri,38.467357,27.165413,3.8,1.0,Bakery,,Bayraklı,589.0,foursquare,Bayraklı İskele,481.0222745598431,Bayraklı İskele,38.4635758915,27.1627288532,15
Tepekule A7 Şehir Kulübü,38.464857,27.163491,4.0,Unknown,['Turkish'],902324626730.0,"Anadolu Cad., Tepekule Sergi ve Kongre Sergi Sarayı No: 40, İzmir, Turkey",157.14936548133605,yelp,Bayraklı İskele,157.14976177117018,Bayraklı İskele,38.4635758915,27.1627288532,15
Doyuran Lokantası,38.46303,27.165611,0.0,Unknown,['Turkish'],902323419655.0,"1913 Sok. No: 6/A, 35030 İzmir, Turkey",258.1749429480838,yelp,Bayraklı İskele,258.17559399758125,Bayraklı İskele,38.4635758915,27.1627288532,15
Romantik Cafe,38.463558,27.16571,0.0,Unknown,"['Coffee & Tea', 'Cafes']",902323453454.0,"1914 Sok. No: 3, 35030 İzmir, Turkey",259.56402662925865,yelp,Bayraklı İskele,259.5646811815216,Bayraklı İskele,38.4635758915,27.1627288532,15
Pınar Büfe,38.4662285,27.1668301,0.0,Unknown,['Fast Food'],902323231761.0,"1688 Sok. No: 31/A, 35580 İzmir, Turkey",463.14132368470433,yelp,Bayraklı İskele,463.14249160961833,Bayraklı İskele,38.4635758915,27.1627288532,15
Ayın Kebap & Lahmacun,38.4671638,27.1676501,4.0,Unknown,['Lahmacun'],,"Donanmacı Mah., 1719 Sk.No: 19 / A Karşıyaka, 35580 İzmir, Turkey",585.4455597937742,yelp,Bayraklı İskele,585.4470361398361,Bayraklı İskele,38.4635758915,27.1627288532,15
Havuz Cafe Restoran-Bayraklı A.Ş.,38.466638,27.159121,3.55,2.0,Café,,"Altınyol Cad No:75/A Fuat Edip Baksı Mah Bayraklı, Bayraklı",31.0,foursquare,Bayraklı Nikah Salonu,24.40363502117836,Bayraklı Nikah Salonu,38.4667637722,27.158891294,12
Cafe Cansu,38.467867,27.160206,3.75,2.0,Café,(0232) 341 43 44,"Zeki Yavaş Cad No: 78, Bayraklı",157.0,foursquare,Bayraklı Nikah Salonu,167.7795882810797,Bayraklı Nikah Salonu,38.4667637722,27.158891294,12
Enişte Börek Evi,38.467448,27.160713,3.15,2.0,Breakfast,(0232) 371 22 23,"1644 Sok (Anadolu Caddesi), İzmir",175.0,foursquare,Bayraklı Nikah Salonu,175.90601674862174,Bayraklı Nikah Salonu,38.4667637722,27.158891294,12
Yıl Teras Cafe,38.471745,27.154912,4.1,2.0,Café,,"75, İzmir",663.0,foursquare,Bayraklı Nikah Salonu,653.3061247416913,Bayraklı Nikah Salonu,38.4667637722,27.158891294,12
Cordelia Blue Cafe,38.475468,27.158848,2.0,Unknown,['Turkish'],902323641919.0,"1720 Sok. 38/ A, Karşıyaka, 35590 İzmir, Turkey",967.8722368860268,yelp,Bayraklı Nikah Salonu,967.8746776219729,Bayraklı Nikah Salonu,38.4667637722,27.158891294,12
Mandarin,38.467054,27.153591,3.9,Unknown,Restaurant,,"Turan Mah, İzmir",462.0,foursquare,İzban Turan İstasyonu,349.2531401730263,İzban Turan İstasyonu,38.4671289884,27.1495805948,12
Sandal Marina,38.464966,27.146514,3.55,3.0,Seafood,(0232) 366 88 86,"Bayraklı, Turan, İzmir",356.0,foursquare,İzban Turan İstasyonu,359.34545515606607,İzban Turan İstasyonu,38.4671289884,27.1495805948,12
Saime Sultan Yalısı,38.4658809,27.1505167,3.5,Unknown,['Turkish'],902323722929.0,"1649 Sok. No: 79, Karşıyaka, 35100 İzmir, Turkey",735.6935596939971,yelp,İzban Turan İstasyonu,160.94241824527987,İzban Turan İstasyonu,38.4671289884,27.1495805948,12
Mekanique,38.456052,27.120657,4.1,Unknown,Dining and Drinking,0532 057 84 72,"Cemal Gürsel Cad No:196, Karşıyaka",77.0,foursquare,Karşıyaka iskele,91.11911324096859,Karşıyaka iskele,38.4552765126,27.120318845,3
Tarihi Konak Balıkçısı,38.454727,27.119589,4.1,Unknown,Dining and Drinking,,Unknown,88.0,foursquare,Karşıyaka iskele,88.16173342015962,Karşıyaka iskele,38.4552765126,27.120318845,3
Çorbacı Cenko,38.455443,27.1191,4.2,1.0,Soup Spot,(0232) 324 10 02,"1723 Sok No: 5 / A Mah Kemalpaşa Camii Sok (Karşıyaka), İzmir",121.0,foursquare,Karşıyaka iskele,107.73472088899312,Karşıyaka iskele,38.4552765126,27.120318845,3
Kardeşler Büfe,38.454818,27.118733,4.15,1.0,Sandwich Spot,(0232) 381 82 83,"Cemal Gürsel Cad No:234/B, Karşıyaka",132.0,foursquare,Karşıyaka iskele,147.20118357559318,Karşıyaka iskele,38.4552765126,27.120318845,3
Evreka Cafe,38.455617,27.118233,4.65,2.0,Café,,"1722 Sok No:7, 35000 Karşıyaka",176.0,foursquare,Karşıyaka iskele,185.53108889500146,Karşıyaka iskele,38.4552765126,27.120318845,3
Tilla Restaurant,38.456846,27.119317,4.1,2.0,Turkish,(0232) 364 47 01,"1690 Sok No:22/A, Karşıyaka",165.0,foursquare,Karşıyaka iskele,195.1078696971908,Karşıyaka iskele,38.4552765126,27.120318845,3
Karşıyaka Kokoreç,38.456126,27.118851,4.0,Unknown,Kokoreç Restaurant,(0232) 368 78 29,İzmir,158.0,foursquare,Karşıyaka iskele,158.9301195233347,Karşıyaka iskele,38.4552765126,27.120318845,3
Köfteci Erol,38.456036,27.118139,4.45,2.0,Turkish,(0232) 368 56 22,"1721 Sok No:4 Melek İşhanı Ve Pasajı P05, Karşıyaka",212.0,foursquare,Karşıyaka iskele,207.75094364736788,Karşıyaka iskele,38.4552765126,27.120318845,3
Yağmur Cafe,38.455672,27.118282,4.1,2.0,Café,,İzmir,185.0,foursquare,Karşıyaka iskele,182.7308221196084,Karşıyaka iskele,38.4552765126,27.120318845,3
Karşıyaka Meyhane,38.454399,27.1179,4.25,Unknown,Meyhane,,Unknown,223.0,foursquare,Karşıyaka iskele,232.12888601562443,Karşıyaka iskele,38.4552765126,27.120318845,3
Hasır Ocakbaşı Kobalak,38.458537,27.118485,4.5,1.0,"['Turkish', 'Kebab']",902323646007.0,"Donanmacı Mah., 1715. Sok. No: 65, Akbank Yakını, İzmir, Turkey",396.15619823706095,yelp,Karşıyaka iskele,396.1571972479368,Karşıyaka iskele,38.4552765126,27.120318845,3
Villa Grilla,38.456697,27.11916,5.0,Unknown,['Pizza'],902323810808.0,"1690 Sok. No: 44/B, Karşıyaka, 35580 İzmir, Turkey",187.4315691520769,yelp,Karşıyaka iskele,187.43204181161525,Karşıyaka iskele,38.4552765126,27.120318845,3
Hisarönü Çaycısı,38.4559742,27.1231379,4.0,2.0,['Turkish'],902323646404.0,"Cemal gürsel Cad. 168, Karsiyaka, 35510 İzmir, Turkey",257.43819129719617,yelp,Karşıyaka iskele,257.4388404871879,Karşıyaka iskele,38.4552765126,27.120318845,3
Özlem Lokantası,38.4555821195338,27.1191587043686,4.7,2.0,"['Turkish', 'Rice']",902323687395.0,"Donanmaci Mah., 1722 Sok. No:7/A karşıyaka, 35090 İzmir, Turkey",106.5825532550104,yelp,Karşıyaka iskele,106.58282203581625,Karşıyaka iskele,38.4552765126,27.120318845,3
Konyalı Etli Ekmek ve Fırın Kebabı,38.453652,27.117304,4.0,Unknown,['Turkish'],902323818141.0,"Yalı Mah., Uslu Apt. Yalı Cad.  No: 276/ A, İzmir, Turkey",318.66665981657223,yelp,Karşıyaka iskele,318.66746342054086,Karşıyaka iskele,38.4552765126,27.120318845,3
Ayla Tantuni,38.455458,27.119362,4.6,1.0,['Fast Food'],902323692325.0,"Donanmacı Mah., Kemal Paşa Cad. No:7-A, 35580 İzmir, Turkey",85.72721901902335,yelp,Karşıyaka iskele,85.72743520783372,Karşıyaka iskele,38.4552765126,27.120318845,3
Zeytinyağlı,38.4577715481181,27.1164431226539,4.8,1.0,['Turkish'],902323698741.0,"1716. Sk .No.3 /A, Karşıyaka, 35110 İzmir, Turkey",436.8758514024886,yelp,Karşıyaka iskele,436.876953100673,Karşıyaka iskele,38.4552765126,27.120318845,3
Pelmenni Geleneksel Sibirya Mantısı,38.4536487,27.1161656,5.0,Unknown,['Russian'],902323625395.0,"Fazilbey Cad.No:4/C 2039 Sok. No:3, Atakent, Karşıyaka, 35530 İzmir, Turkey",404.4189058459347,yelp,Karşıyaka iskele,404.41992569640325,Karşıyaka iskele,38.4552765126,27.120318845,3
Öz Efe Manisalı Kebap,38.456615,27.116624,5.0,1.0,"['Turkish', 'Kebab']",902323690404.0,"1715 Sok. No: 17/A, 35590 İzmir, Turkey",354.4868115109654,yelp,Karşıyaka iskele,354.48770544509296,Karşıyaka iskele,38.4552765126,27.120318845,3
Kebapçı Saim,38.455918,27.118133,4.0,1.0,['Chee Kufta'],902323818931.0,"1721. sk, Karşıyaka, 35530 İzmir, Turkey",203.26067478115309,yelp,Karşıyaka iskele,203.26118736034945,Karşıyaka iskele,38.4552765126,27.120318845,3
Keyff İskele Fasıl Restoran,38.455363,27.120008,3.5,Unknown,['Turkish'],902323640888.0,"Karşıyaka Vapur İskelesi, 35110 İzmir, Turkey",28.724802445460053,yelp,Karşıyaka iskele,28.724874887976952,Karşıyaka iskele,38.4552765126,27.120318845,3
Burger King,38.45644,27.117932,1.0,Unknown,"['Fast Food', 'Burgers']",902323698585.0,"Donanmacı Mah. Kemal Paşa Cad. 1717 Sok. No: 110, Karşıyaka, 35920 İzmir, Turkey",244.8122135575438,yelp,Karşıyaka iskele,244.8128309188439,Karşıyaka iskele,38.4552765126,27.120318845,3
Biraver Cafe & Bar,38.4535074362059,27.1170700965424,4.0,1.0,"['Pubs', 'Cafes', 'Coffee & Tea']",902323694458.0,"Cemal Gürsel Cd. 278/ A, Karşıyaka, 35480 İzmir, Turkey",344.5623038664378,yelp,Karşıyaka iskele,344.5631727733027,Karşıyaka iskele,38.4552765126,27.120318845,3
İstanbul Kokoreç,38.456089,27.1189308,4.0,Unknown,['Turkish'],902323647917.0,"1690 Sok. No: 2, 35580 İzmir, Turkey",242.8892514610364,yelp,Karşıyaka iskele,150.89894454460858,Karşıyaka iskele,38.4552765126,27.120318845,3
Hisar Söğüş,38.458667,27.12008,4.0,Unknown,['Turkish'],902323687567.0,"1690. Sok. No: 98/B, 35110 İzmir, Turkey",377.5777738732742,yelp,Karşıyaka iskele,377.5787260318583,Karşıyaka iskele,38.4552765126,27.120318845,3
Kivi,38.455496,27.118839,3.0,Unknown,['Turkish'],902323641028.0,"1723. Sok. No: 9, 35110 İzmir, Turkey",131.14960783169852,yelp,Karşıyaka iskele,131.1499385647946,Karşıyaka iskele,38.4552765126,27.120318845,3
Pizza Villa,38.4560149542572,27.1175898994751,3.5,1.0,['Pizza'],,"Donanmacı Mah., Karşıyaka, 35530 İzmir, Turkey",251.41107183862,yelp,Karşıyaka iskele,251.41170584119777,Karşıyaka iskele,38.4552765126,27.120318845,3
Enver Usta Et Lokantası,38.4582315230181,27.1158718121337,4.3,1.0,['Turkish'],,"1878. Sk ., Karşıyaka, 35110 İzmir, Turkey",507.84513673659455,yelp,Karşıyaka iskele,507.8464174017239,Karşıyaka iskele,38.4552765126,27.120318845,3
Ezo Ana Mantı Evi,38.4593993,27.1205925,5.0,Unknown,['Turkish'],,"İzmir Adliye Sarayı Yanı, Bayraklı, 35530 Izmir, Turkey",459.0513765093214,yelp,Karşıyaka iskele,459.0525341237877,Karşıyaka iskele,38.4552765126,27.120318845,3
Durock,38.4522488985563,27.1162665132447,4.0,Unknown,"['Pubs', 'Cafes', 'Coffee & Tea']",902323645666.0,"Yalı Cad. No:318 /A, Karşıyaka, 35520 İzmir, Turkey",582.6362941170809,yelp,Karşıyaka iskele,487.7024206493882,Karşıyaka iskele,38.4552765126,27.120318845,3
Geçit Pide Salonu,38.458705,27.118844,5.0,Unknown,['Turkish'],902323689516.0,"1713 Sok. No: 74/B, 35100 İzmir, Turkey",813.7820893509413,yelp,Karşıyaka iskele,402.27967921697365,Karşıyaka iskele,38.4552765126,27.120318845,3
Kent Restaurant,38.448912,27.112318,4.05,2.0,Seafood,(0232) 369 30 74,"Cemal Gürsel Cad No:53/A, 35510 Karşıyaka",172.0,foursquare,Karşıyaka Evlendirme Dairesi,163.42663542870648,Karşıyaka Evlendirme Dairesi,38.4494793514,27.1105867977,12
Yelken Restaurant,38.450705,27.108244,4.25,3.0,Seafood,(0232) 368 48 48,"Cemal Gürsel Cad No:416/A, Karşıyaka",243.0,foursquare,Karşıyaka Evlendirme Dairesi,245.35005759144585,Karşıyaka Evlendirme Dairesi,38.4494793514,27.1105867977,12
Pitas Boşnak Börekçisi,38.454437,27.111722,4.25,2.0,Café,,"Fazıl Bey Cad, İzmir",573.0,foursquare,Karşıyaka Evlendirme Dairesi,560.0592913605063,Karşıyaka Evlendirme Dairesi,38.4494793514,27.1105867977,12
